Column A,Column B
1998,text 1998
1999,text 1999
2000,text 2000
2001,text 2001
2002,text 2002
2003,text 2003
2004,text 2004
2005,text 2005
2006,text 2006
2007,text 2007
2008,text 2008
2009,text 2009
2010,text 2010
2011,text 2011
2012,text 2012
2013,text 2013
2014,text 2014
2015,text 2015
2016,text 2016
2017,text 2017
2018,text 2018
2019,text 2019
2020,text 2020
2021,text 2021
2022,text 2022
2023,text 2023
2024,text 2024
2025,text 2025
2026,text 2026
2027,text 2027
2028,text 2028
2029,text 2029
2030,text 2030
2031,text 2031
2032,text 2032
2033,text 2033
2034,text 2034
2035,text 2035
2036,text 2036
2037,text 2037
2038,text 2038
2039,text 2039
2040,text 2040
2041,text 2041
2042,text 2042
2043,text 2043
2044,text 2044
2045,text 2045
2046,text 2046
2047,text 2047
2048,text 2048
2049,text 2049
2050,text 2050
2051,text 2051
2052,text 2052
2053,text 2053
2054,text 2054
2055,text 2055
2056,text 2056
2057,text 2057
2058,text 2058
2059,text 2059
2060,text 2060
2061,text 2061
2062,text 2062
2063,text 2063
2064,text 2064
2065,text 2065
2066,text 2066
2067,text 2067
2068,text 2068
2069,text 2069
2070,text 2070
2071,text 2071
2072,text 2072
2073,text 2073
2074,text 2074
2075,text 2075
2076,text 2076
2077,text 2077
2078,text 2078
2079,text 2079
2080,text 2080
2081,text 2081
2082,text 2082
2083,text 2083
2084,text 2084
2085,text 2085
2086,text 2086
2087,text 2087
2088,text 2088
2089,text 2089
2090,text 2090
2091,text 2091
2092,text 2092
2093,text 2093
2094,text 2094
2095,text 2095
2096,text 2096
2097,text 2097
2098,text 2098
2099,text 2099
2100,text 2100
2101,text 2101
2102,text 2102
2103,text 2103
2104,text 2104
2105,text 2105
2106,text 2106
2107,text 2107
2108,text 2108
2109,text 2109
2110,text 2110
2111,text 2111
2112,text 2112
2113,text 2113
2114,text 2114
2115,text 2115
2116,text 2116
2117,text 2117
2118,text 2118
2119,text 2119
2120,text 2120
2121,text 2121
2122,text 2122
2123,text 2123
2124,text 2124
2125,text 2125
2126,text 2126
2127,text 2127
2128,text 2128
2129,text 2129
2130,text 2130
2131,text 2131
2132,text 2132
2133,text 2133
2134,text 2134
2135,text 2135
2136,text 2136
2137,text 2137
2138,text 2138
2139,text 2139
2140,text 2140
2141,text 2141
2142,text 2142
2143,text 2143
2144,text 2144
2145,text 2145
2146,text 2146
2147,text 2147
2148,text 2148
2149,text 2149
2150,text 2150
2151,text 2151
2152,text 2152
2153,text 2153
2154,text 2154
2155,text 2155
2156,text 2156
2157,text 2157
2158,text 2158
2159,text 2159
2160,text 2160
2161,text 2161
2162,text 2162
2163,text 2163
2164,text 2164
2165,text 2165
2166,text 2166
2167,text 2167
2168,text 2168
2169,text 2169
2170,text 2170
2171,text 2171
2172,text 2172
2173,text 2173
2174,text 2174
2175,text 2175
2176,text 2176
2177,text 2177
2178,text 2178
2179,text 2179
2180,text 2180
2181,text 2181
2182,text 2182
2183,text 2183
2184,text 2184
2185,text 2185
2186,text 2186
2187,text 2187
2188,text 2188
2189,text 2189
2190,text 2190
2191,text 2191
2192,text 2192
2193,text 2193
2194,text 2194
2195,text 2195
2196,text 2196
2197,text 2197
2198,text 2198
2199,text 2199
2200,text 2200
2201,text 2201
2202,text 2202
2203,text 2203
2204,text 2204
2205,text 2205
2206,text 2206
2207,text 2207
2208,text 2208
2209,text 2209
2210,text 2210
2211,text 2211
2212,text 2212
2213,text 2213
2214,text 2214
2215,text 2215
2216,text 2216
2217,text 2217
2218,text 2218
2219,text 2219
2220,text 2220
2221,text 2221
2222,text 2222
2223,text 2223
2224,text 2224
2225,text 2225
2226,text 2226
2227,text 2227
2228,text 2228
2229,text 2229
2230,text 2230
2231,text 2231
2232,text 2232
2233,text 2233
2234,text 2234
2235,text 2235
2236,text 2236
2237,text 2237
2238,text 2238
2239,text 2239
2240,text 2240
2241,text 2241
2242,text 2242
2243,text 2243
2244,text 2244
2245,text 2245
2246,text 2246
2247,text 2247
2248,text 2248
2249,text 2249
2250,text 2250
2251,text 2251
2252,text 2252
2253,text 2253
2254,text 2254
2255,text 2255
2256,text 2256
2257,text 2257
2258,text 2258
2259,text 2259
2260,text 2260
2261,text 2261
2262,text 2262
2263,text 2263
2264,text 2264
2265,text 2265
2266,text 2266
2267,text 2267
2268,text 2268
2269,text 2269
2270,text 2270
2271,text 2271
2272,text 2272
2273,text 2273
2274,text 2274
2275,text 2275
2276,text 2276
2277,text 2277
2278,text 2278
2279,text 2279
2280,text 2280
2281,text 2281
2282,text 2282
2283,text 2283
2284,text 2284
2285,text 2285
2286,text 2286
2287,text 2287
2288,text 2288
2289,text 2289
2290,text 2290
2291,text 2291
2292,text 2292
2293,text 2293
2294,text 2294
2295,text 2295
2296,text 2296
2297,text 2297
2298,text 2298
2299,text 2299
2300,text 2300
2301,text 2301
2302,text 2302
2303,text 2303
2304,text 2304
2305,text 2305
2306,text 2306
2307,text 2307
2308,text 2308
2309,text 2309
2310,text 2310
2311,text 2311
2312,text 2312
2313,text 2313
2314,text 2314
2315,text 2315
2316,text 2316
2317,text 2317
2318,text 2318
2319,text 2319
2320,text 2320
2321,text 2321
2322,text 2322
2323,text 2323
2324,text 2324
2325,text 2325
2326,text 2326
2327,text 2327
2328,text 2328
2329,text 2329
2330,text 2330
2331,text 2331
2332,text 2332
2333,text 2333
2334,text 2334
2335,text 2335
2336,text 2336
2337,text 2337
2338,text 2338
2339,text 2339
2340,text 2340
2341,text 2341
2342,text 2342
2343,text 2343
2344,text 2344
2345,text 2345
2346,text 2346
2347,text 2347
2348,text 2348
2349,text 2349
2350,text 2350
2351,text 2351
2352,text 2352
2353,text 2353
2354,text 2354
2355,text 2355
2356,text 2356
2357,text 2357
2358,text 2358
2359,text 2359
2360,text 2360
2361,text 2361
2362,text 2362
2363,text 2363
2364,text 2364
2365,text 2365
2366,text 2366
2367,text 2367
2368,text 2368
2369,text 2369
2370,text 2370
2371,text 2371
2372,text 2372
2373,text 2373
2374,text 2374
2375,text 2375
2376,text 2376
2377,text 2377
2378,text 2378
2379,text 2379
2380,text 2380
2381,text 2381
2382,text 2382
2383,text 2383
2384,text 2384
2385,text 2385
2386,text 2386
2387,text 2387
2388,text 2388
2389,text 2389
2390,text 2390
2391,text 2391
2392,text 2392
2393,text 2393
2394,text 2394
2395,text 2395
2396,text 2396
2397,text 2397
2398,text 2398
2399,text 2399
2400,text 2400
2401,text 2401
2402,text 2402
2403,text 2403
2404,text 2404
2405,text 2405
2406,text 2406
2407,text 2407
2408,text 2408
2409,text 2409
2410,text 2410
2411,text 2411
2412,text 2412
2413,text 2413
2414,text 2414
2415,text 2415
2416,text 2416
2417,text 2417
2418,text 2418
2419,text 2419
2420,text 2420
2421,text 2421
2422,text 2422
2423,text 2423
2424,text 2424
2425,text 2425
2426,text 2426
2427,text 2427
2428,text 2428
2429,text 2429
2430,text 2430
2431,text 2431
2432,text 2432
2433,text 2433
2434,text 2434
2435,text 2435
2436,text 2436
2437,text 2437
2438,text 2438
2439,text 2439
2440,text 2440
2441,text 2441
2442,text 2442
2443,text 2443
2444,text 2444
2445,text 2445
2446,text 2446
2447,text 2447
2448,text 2448
2449,text 2449
2450,text 2450
2451,text 2451
2452,text 2452
2453,text 2453
2454,text 2454
2455,text 2455
2456,text 2456
2457,text 2457
2458,text 2458
2459,text 2459
2460,text 2460
2461,text 2461
2462,text 2462
2463,text 2463
2464,text 2464
2465,text 2465
2466,text 2466
2467,text 2467
2468,text 2468
2469,text 2469
2470,text 2470
2471,text 2471
2472,text 2472
2473,text 2473
2474,text 2474
2475,text 2475
2476,text 2476
2477,text 2477
2478,text 2478
2479,text 2479
2480,text 2480
2481,text 2481
2482,text 2482
2483,text 2483
2484,text 2484
2485,text 2485
2486,text 2486
2487,text 2487
2488,text 2488
2489,text 2489
2490,text 2490
2491,text 2491
2492,text 2492
2493,text 2493
2494,text 2494
2495,text 2495
2496,text 2496
2497,text 2497
2498,text 2498
2499,text 2499
2500,text 2500
2501,text 2501
2502,text 2502
2503,text 2503
2504,text 2504
2505,text 2505
2506,text 2506
2507,text 2507
2508,text 2508
2509,text 2509
2510,text 2510
2511,text 2511
2512,text 2512
2513,text 2513
2514,text 2514
2515,text 2515
2516,text 2516
2517,text 2517
2518,text 2518
2519,text 2519
2520,text 2520
2521,text 2521
2522,text 2522
2523,text 2523
2524,text 2524
2525,text 2525
2526,text 2526
2527,text 2527
2528,text 2528
2529,text 2529
2530,text 2530
2531,text 2531
2532,text 2532
2533,text 2533
2534,text 2534
2535,text 2535
2536,text 2536
2537,text 2537
2538,text 2538
2539,text 2539
2540,text 2540
2541,text 2541
2542,text 2542
2543,text 2543
2544,text 2544
2545,text 2545
2546,text 2546
2547,text 2547
2548,text 2548
2549,text 2549
2550,text 2550
2551,text 2551
2552,text 2552
2553,text 2553
2554,text 2554
2555,text 2555
2556,text 2556
2557,text 2557
2558,text 2558
2559,text 2559
2560,text 2560
2561,text 2561
2562,text 2562
2563,text 2563
2564,text 2564
2565,text 2565
2566,text 2566
2567,text 2567
2568,text 2568
2569,text 2569
2570,text 2570
2571,text 2571
2572,text 2572
2573,text 2573
2574,text 2574
2575,text 2575
2576,text 2576
2577,text 2577
2578,text 2578
2579,text 2579
2580,text 2580
2581,text 2581
2582,text 2582
2583,text 2583
2584,text 2584
2585,text 2585
2586,text 2586
2587,text 2587
2588,text 2588
2589,text 2589
2590,text 2590
2591,text 2591
2592,text 2592
2593,text 2593
2594,text 2594
2595,text 2595
2596,text 2596
2597,text 2597
2598,text 2598
2599,text 2599
2600,text 2600
2601,text 2601
2602,text 2602
2603,text 2603
2604,text 2604
2605,text 2605
2606,text 2606
2607,text 2607
2608,text 2608
2609,text 2609
2610,text 2610
2611,text 2611
2612,text 2612
2613,text 2613
2614,text 2614
2615,text 2615
2616,text 2616
2617,text 2617
2618,text 2618
2619,text 2619
2620,text 2620
2621,text 2621
2622,text 2622
2623,text 2623
2624,text 2624
2625,text 2625
2626,text 2626
2627,text 2627
2628,text 2628
2629,text 2629
2630,text 2630
2631,text 2631
2632,text 2632
2633,text 2633
2634,text 2634
2635,text 2635
2636,text 2636
2637,text 2637
2638,text 2638
2639,text 2639
2640,text 2640
2641,text 2641
2642,text 2642
2643,text 2643
2644,text 2644
2645,text 2645
2646,text 2646
2647,text 2647
2648,text 2648
2649,text 2649
2650,text 2650
2651,text 2651
2652,text 2652
2653,text 2653
2654,text 2654
2655,text 2655
2656,text 2656
2657,text 2657
2658,text 2658
2659,text 2659
2660,text 2660
2661,text 2661
2662,text 2662
2663,text 2663
2664,text 2664
2665,text 2665
2666,text 2666
2667,text 2667
2668,text 2668
2669,text 2669
2670,text 2670
2671,text 2671
2672,text 2672
2673,text 2673
2674,text 2674
2675,text 2675
2676,text 2676
2677,text 2677
2678,text 2678
2679,text 2679
2680,text 2680
2681,text 2681
2682,text 2682
2683,text 2683
2684,text 2684
2685,text 2685
2686,text 2686
2687,text 2687
2688,text 2688
2689,text 2689
2690,text 2690
2691,text 2691
2692,text 2692
2693,text 2693
2694,text 2694
2695,text 2695
2696,text 2696
2697,text 2697
2698,text 2698
2699,text 2699
2700,text 2700
2701,text 2701
2702,text 2702
2703,text 2703
2704,text 2704
2705,text 2705
2706,text 2706
2707,text 2707
2708,text 2708
2709,text 2709
2710,text 2710
2711,text 2711
2712,text 2712
2713,text 2713
2714,text 2714
2715,text 2715
2716,text 2716
2717,text 2717
2718,text 2718
2719,text 2719
2720,text 2720
2721,text 2721
2722,text 2722
2723,text 2723
2724,text 2724
2725,text 2725
2726,text 2726
2727,text 2727
2728,text 2728
2729,text 2729
2730,text 2730
2731,text 2731
2732,text 2732
2733,text 2733
2734,text 2734
2735,text 2735
2736,text 2736
2737,text 2737
2738,text 2738
2739,text 2739
2740,text 2740
2741,text 2741
2742,text 2742
2743,text 2743
2744,text 2744
2745,text 2745
2746,text 2746
2747,text 2747
2748,text 2748
2749,text 2749
2750,text 2750
2751,text 2751
2752,text 2752
2753,text 2753
2754,text 2754
2755,text 2755
2756,text 2756
2757,text 2757
2758,text 2758
2759,text 2759
2760,text 2760
2761,text 2761
2762,text 2762
2763,text 2763
2764,text 2764
2765,text 2765
2766,text 2766
2767,text 2767
2768,text 2768
2769,text 2769
2770,text 2770
2771,text 2771
2772,text 2772
2773,text 2773
2774,text 2774
2775,text 2775
2776,text 2776
2777,text 2777
2778,text 2778
2779,text 2779
2780,text 2780
2781,text 2781
2782,text 2782
2783,text 2783
2784,text 2784
2785,text 2785
2786,text 2786
2787,text 2787
2788,text 2788
2789,text 2789
2790,text 2790
2791,text 2791
2792,text 2792
2793,text 2793
2794,text 2794
2795,text 2795
2796,text 2796
2797,text 2797
2798,text 2798
2799,text 2799
2800,text 2800
2801,text 2801
2802,text 2802
2803,text 2803
2804,text 2804
2805,text 2805
2806,text 2806
2807,text 2807
2808,text 2808
2809,text 2809
2810,text 2810
2811,text 2811
2812,text 2812
2813,text 2813
2814,text 2814
2815,text 2815
2816,text 2816
2817,text 2817
2818,text 2818
2819,text 2819
2820,text 2820
2821,text 2821
2822,text 2822
2823,text 2823
2824,text 2824
2825,text 2825
2826,text 2826
2827,text 2827
2828,text 2828
2829,text 2829
2830,text 2830
2831,text 2831
2832,text 2832
2833,text 2833
2834,text 2834
2835,text 2835
2836,text 2836
2837,text 2837
2838,text 2838
2839,text 2839
2840,text 2840
2841,text 2841
2842,text 2842
2843,text 2843
2844,text 2844
2845,text 2845
2846,text 2846
2847,text 2847
2848,text 2848
2849,text 2849
2850,text 2850
2851,text 2851
2852,text 2852
2853,text 2853
2854,text 2854
2855,text 2855
2856,text 2856
2857,text 2857
2858,text 2858
2859,text 2859
2860,text 2860
2861,text 2861
2862,text 2862
2863,text 2863
2864,text 2864
2865,text 2865
2866,text 2866
2867,text 2867
2868,text 2868
2869,text 2869
2870,text 2870
2871,text 2871
2872,text 2872
2873,text 2873
2874,text 2874
2875,text 2875
2876,text 2876
2877,text 2877
2878,text 2878
2879,text 2879
2880,text 2880
2881,text 2881
2882,text 2882
2883,text 2883
2884,text 2884
2885,text 2885
2886,text 2886
2887,text 2887
2888,text 2888
2889,text 2889
2890,text 2890
2891,text 2891
2892,text 2892
2893,text 2893
2894,text 2894
2895,text 2895
2896,text 2896
2897,text 2897
2898,text 2898
2899,text 2899
2900,text 2900
2901,text 2901
2902,text 2902
2903,text 2903
2904,text 2904
2905,text 2905
2906,text 2906
2907,text 2907
2908,text 2908
2909,text 2909
2910,text 2910
2911,text 2911
2912,text 2912
2913,text 2913
2914,text 2914
2915,text 2915
2916,text 2916
2917,text 2917
2918,text 2918
2919,text 2919
2920,text 2920
2921,text 2921
2922,text 2922
2923,text 2923
2924,text 2924
2925,text 2925
2926,text 2926
2927,text 2927
2928,text 2928
2929,text 2929
2930,text 2930
2931,text 2931
2932,text 2932
2933,text 2933
2934,text 2934
2935,text 2935
2936,text 2936
2937,text 2937
2938,text 2938
2939,text 2939
2940,text 2940
2941,text 2941
2942,text 2942
2943,text 2943
2944,text 2944
2945,text 2945
2946,text 2946
2947,text 2947
2948,text 2948
2949,text 2949
2950,text 2950
2951,text 2951
2952,text 2952
2953,text 2953
2954,text 2954
2955,text 2955
2956,text 2956
2957,text 2957
2958,text 2958
2959,text 2959
2960,text 2960
2961,text 2961
2962,text 2962
2963,text 2963
2964,text 2964
2965,text 2965
2966,text 2966
2967,text 2967
2968,text 2968
2969,text 2969
2970,text 2970
2971,text 2971
2972,text 2972
2973,text 2973
2974,text 2974
2975,text 2975
2976,text 2976
2977,text 2977
2978,text 2978
2979,text 2979
2980,text 2980
2981,text 2981
2982,text 2982
2983,text 2983
2984,text 2984
2985,text 2985
2986,text 2986
2987,text 2987
2988,text 2988
2989,text 2989
2990,text 2990
2991,text 2991
2992,text 2992
2993,text 2993
2994,text 2994
2995,text 2995
2996,text 2996
2997,text 2997
2998,text 2998
2999,text 2999
3000,text 3000
3001,text 3001
3002,text 3002
3003,text 3003
3004,text 3004
3005,text 3005
3006,text 3006
3007,text 3007
3008,text 3008
3009,text 3009
3010,text 3010
3011,text 3011
3012,text 3012
3013,text 3013
3014,text 3014
3015,text 3015
3016,text 3016
3017,text 3017
3018,text 3018
3019,text 3019
3020,text 3020
3021,text 3021
3022,text 3022
3023,text 3023
3024,text 3024
3025,text 3025
3026,text 3026
3027,text 3027
3028,text 3028
3029,text 3029
3030,text 3030
3031,text 3031
3032,text 3032
3033,text 3033
3034,text 3034
3035,text 3035
3036,text 3036
3037,text 3037
3038,text 3038
3039,text 3039
3040,text 3040
3041,text 3041
3042,text 3042
3043,text 3043
3044,text 3044
3045,text 3045
3046,text 3046
3047,text 3047
3048,text 3048
3049,text 3049
3050,text 3050
3051,text 3051
3052,text 3052
3053,text 3053
3054,text 3054
3055,text 3055
3056,text 3056
3057,text 3057
3058,text 3058
3059,text 3059
3060,text 3060
3061,text 3061
3062,text 3062
3063,text 3063
3064,text 3064
3065,text 3065
3066,text 3066
3067,text 3067
3068,text 3068
3069,text 3069
3070,text 3070
3071,text 3071
3072,text 3072
3073,text 3073
3074,text 3074
3075,text 3075
3076,text 3076
3077,text 3077
3078,text 3078
3079,text 3079
3080,text 3080
3081,text 3081
3082,text 3082
3083,text 3083
3084,text 3084
3085,text 3085
3086,text 3086
3087,text 3087
3088,text 3088
3089,text 3089
3090,text 3090
3091,text 3091
3092,text 3092
3093,text 3093
3094,text 3094
3095,text 3095
3096,text 3096
3097,text 3097
3098,text 3098
3099,text 3099
3100,text 3100
3101,text 3101
3102,text 3102
3103,text 3103
3104,text 3104
3105,text 3105
3106,text 3106
3107,text 3107
3108,text 3108
3109,text 3109
3110,text 3110
3111,text 3111
3112,text 3112
3113,text 3113
3114,text 3114
3115,text 3115
3116,text 3116
3117,text 3117
3118,text 3118
3119,text 3119
3120,text 3120
3121,text 3121
3122,text 3122
3123,text 3123
3124,text 3124
3125,text 3125
3126,text 3126
3127,text 3127
3128,text 3128
3129,text 3129
3130,text 3130
3131,text 3131
3132,text 3132
3133,text 3133
3134,text 3134
3135,text 3135
3136,text 3136
3137,text 3137
3138,text 3138
3139,text 3139
3140,text 3140
3141,text 3141
3142,text 3142
3143,text 3143
3144,text 3144
3145,text 3145
3146,text 3146
3147,text 3147
